id,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
ES_068_#28,127,128,40,43,ES,ES_068,RE,0 days 00:32:15.430000,0 days 00:32:17.870000,0 days 00:00:02.440000,EN_068_#28
ES_068_#29,127,128,40,43,ES,ES_068,RE,0 days 00:33:12.380000,0 days 00:33:15.640000,0 days 00:00:03.260000,EN_068_#29
ES_068_#30,127,128,40,43,ES,ES_068,RE,0 days 00:34:48.795000,0 days 00:34:50.725000,0 days 00:00:01.930000,EN_068_#30
ES_068_#31,127,128,40,43,ES,ES_068,RE,0 days 00:35:17.960000,0 days 00:35:20.290000,0 days 00:00:02.330000,EN_068_#31
ES_068_#32,127,128,40,43,ES,ES_068,RE,0 days 00:36:20.790000,0 days 00:36:22.890000,0 days 00:00:02.100000,EN_068_#32
ES_068_#33,127,128,40,43,ES,ES_068,RE,0 days 00:37:44.670000,0 days 00:37:46.440000,0 days 00:00:01.770000,EN_068_#33
ES_068_#34,127,128,40,43,ES,ES_068,RE,0 days 00:38:39.210000,0 days 00:38:41.680000,0 days 00:00:02.470000,EN_068_#34
ES_068_#35,127,128,40,43,ES,ES_068,RE,0 days 00:39:13.050000,0 days 00:39:14.700000,0 days 00:00:01.650000,EN_068_#35
ES_068_#36,127,128,40,43,ES,ES_068,RE,0 days 00:40:20.960000,0 days 00:40:22.750000,0 days 00:00:01.790000,EN_068_#36
ES_068_#37,127,128,40,43,ES,ES_068,RE,0 days 00:40:45.230000,0 days 00:40:46.350000,0 days 00:00:01.120000,EN_068_#37
ES_068_#38,127,128,40,43,ES,ES_068,RE,0 days 00:42:04,0 days 00:42:06.510000,0 days 00:00:02.510000,EN_068_#38
ES_068_#39,127,128,40,43,ES,ES_068,RE,0 days 00:43:32.620000,0 days 00:43:35.310000,0 days 00:00:02.690000,EN_068_#39
EN_069_#1,129,130,40,48,EN,EN_069,OG,0 days 00:00:29.550000,0 days 00:00:31.820000,0 days 00:00:02.270000,ES_069_#1
EN_069_#2,129,130,40,48,EN,EN_069,OG,0 days 00:01:12.330000,0 days 00:01:15.650000,0 days 00:00:03.320000,ES_069_#2
EN_069_#3,129,130,40,48,EN,EN_069,OG,0 days 00:01:34.795000,0 days 00:01:37.915000,0 days 00:00:03.120000,ES_069_#3
EN_069_#5,129,130,40,48,EN,EN_069,OG,0 days 00:02:03.420000,0 days 00:02:06.150000,0 days 00:00:02.730000,ES_069_#5
EN_069_#6,129,130,40,48,EN,EN_069,OG,0 days 00:02:08.030000,0 days 00:02:12.100000,0 days 00:00:04.070000,ES_069_#6
EN_069_#7,129,130,40,48,EN,EN_069,OG,0 days 00:02:23.010000,0 days 00:02:26.570000,0 days 00:00:03.560000,ES_069_#7
EN_069_#8,129,130,40,48,EN,EN_069,OG,0 days 00:02:31.660000,0 days 00:02:34.340000,0 days 00:00:02.680000,ES_069_#8
EN_069_#4,129,130,40,48,EN,EN_069,OG,0 days 00:02:42.010000,0 days 00:02:43.440000,0 days 00:00:01.430000,ES_069_#4
EN_069_#9,129,130,40,48,EN,EN_069,OG,0 days 00:03:03.535000,0 days 00:03:06.455000,0 days 00:00:02.920000,ES_069_#9
EN_069_#10,129,130,40,48,EN,EN_069,OG,0 days 00:03:08.300000,0 days 00:03:10.770000,0 days 00:00:02.470000,ES_069_#10
EN_069_#11,129,130,40,48,EN,EN_069,OG,0 days 00:03:23.310000,0 days 00:03:25.720000,0 days 00:00:02.410000,ES_069_#11
EN_069_#12,129,130,40,48,EN,EN_069,OG,0 days 00:03:38.170000,0 days 00:03:43.990000,0 days 00:00:05.820000,ES_069_#12
EN_069_#13,129,130,40,48,EN,EN_069,OG,0 days 00:03:56.385000,0 days 00:03:58.125000,0 days 00:00:01.740000,ES_069_#13
EN_069_#14,129,130,40,48,EN,EN_069,OG,0 days 00:04:08.560000,0 days 00:04:11.810000,0 days 00:00:03.250000,ES_069_#14
EN_069_#15,129,130,40,48,EN,EN_069,OG,0 days 00:04:14.890000,0 days 00:04:17.460000,0 days 00:00:02.570000,ES_069_#15
EN_069_#16,129,130,40,48,EN,EN_069,OG,0 days 00:04:30.260000,0 days 00:04:34.370000,0 days 00:00:04.110000,ES_069_#16
EN_069_#17,129,130,40,48,EN,EN_069,OG,0 days 00:04:44.640000,0 days 00:04:48.530000,0 days 00:00:03.890000,ES_069_#17
EN_069_#18,129,130,40,48,EN,EN_069,OG,0 days 00:04:49.150000,0 days 00:04:50.850000,0 days 00:00:01.700000,ES_069_#18
EN_069_#19,129,130,40,48,EN,EN_069,OG,0 days 00:04:58.550000,0 days 00:05:02.130000,0 days 00:00:03.580000,ES_069_#19
EN_069_#20,129,130,40,48,EN,EN_069,OG,0 days 00:05:03.065000,0 days 00:05:05.755000,0 days 00:00:02.690000,ES_069_#20
EN_069_#21,129,130,40,48,EN,EN_069,OG,0 days 00:05:06.245000,0 days 00:05:09.105000,0 days 00:00:02.860000,ES_069_#21
EN_069_#22,129,130,40,48,EN,EN_069,OG,0 days 00:05:13.745000,0 days 00:05:16.415000,0 days 00:00:02.670000,ES_069_#22
EN_069_#23,129,130,40,48,EN,EN_069,OG,0 days 00:05:26.260000,0 days 00:05:28.800000,0 days 00:00:02.540000,ES_069_#23
EN_069_#24,129,130,40,48,EN,EN_069,OG,0 days 00:05:42.475000,0 days 00:05:46.945000,0 days 00:00:04.470000,ES_069_#24
EN_069_#25,129,130,40,48,EN,EN_069,OG,0 days 00:06:21.295000,0 days 00:06:27.645000,0 days 00:00:06.350000,ES_069_#25
EN_069_#26,129,130,40,48,EN,EN_069,OG,0 days 00:06:37.875000,0 days 00:06:41.015000,0 days 00:00:03.140000,ES_069_#26
ES_069_#1,129,130,40,48,ES,ES_069,RE,0 days 00:00:49.540000,0 days 00:00:52.360000,0 days 00:00:02.820000,EN_069_#1
ES_069_#2,129,130,40,48,ES,ES_069,RE,0 days 00:03:21.020000,0 days 00:03:24.250000,0 days 00:00:03.230000,EN_069_#2
ES_069_#3,129,130,40,48,ES,ES_069,RE,0 days 00:04:58.540000,0 days 00:05:03.220000,0 days 00:00:04.680000,EN_069_#3
ES_069_#4,129,130,40,48,ES,ES_069,RE,0 days 00:06:38.070000,0 days 00:06:40.060000,0 days 00:00:01.990000,EN_069_#4
ES_069_#5,129,130,40,48,ES,ES_069,RE,0 days 00:07:23.510000,0 days 00:07:29.730000,0 days 00:00:06.220000,EN_069_#5
ES_069_#6,129,130,40,48,ES,ES_069,RE,0 days 00:09:41.330000,0 days 00:09:45.480000,0 days 00:00:04.150000,EN_069_#6
ES_069_#7,129,130,40,48,ES,ES_069,RE,0 days 00:10:22.070000,0 days 00:10:24.840000,0 days 00:00:02.770000,EN_069_#7
ES_069_#8,129,130,40,48,ES,ES_069,RE,0 days 00:11:11.500000,0 days 00:11:14.110000,0 days 00:00:02.610000,EN_069_#8
ES_069_#9,129,130,40,48,ES,ES_069,RE,0 days 00:12:00.010000,0 days 00:12:02.980000,0 days 00:00:02.970000,EN_069_#9
ES_069_#10,129,130,40,48,ES,ES_069,RE,0 days 00:12:28.110000,0 days 00:12:31.440000,0 days 00:00:03.330000,EN_069_#10
ES_069_#11,129,130,40,48,ES,ES_069,RE,0 days 00:13:03.950000,0 days 00:13:07.200000,0 days 00:00:03.250000,EN_069_#11
ES_069_#12,129,130,40,48,ES,ES_069,RE,0 days 00:14:48.120000,0 days 00:14:52.560000,0 days 00:00:04.440000,EN_069_#12
ES_069_#13,129,130,40,48,ES,ES_069,RE,0 days 00:15:36.060000,0 days 00:15:40.280000,0 days 00:00:04.220000,EN_069_#13
ES_069_#14,129,130,40,48,ES,ES_069,RE,0 days 00:16:22.590000,0 days 00:16:27.730000,0 days 00:00:05.140000,EN_069_#14
ES_069_#15,129,130,40,48,ES,ES_069,RE,0 days 00:17:20.400000,0 days 00:17:26.200000,0 days 00:00:05.800000,EN_069_#15
ES_069_#16,129,130,40,48,ES,ES_069,RE,0 days 00:18:21.270000,0 days 00:18:28.070000,0 days 00:00:06.800000,EN_069_#16
ES_069_#17,129,130,40,48,ES,ES_069,RE,0 days 00:19:08.570000,0 days 00:19:14.470000,0 days 00:00:05.900000,EN_069_#17
ES_069_#18,129,130,40,48,ES,ES_069,RE,0 days 00:19:36.090000,0 days 00:19:38.790000,0 days 00:00:02.700000,EN_069_#18
ES_069_#19,129,130,40,48,ES,ES_069,RE,0 days 00:20:09.370000,0 days 00:20:13.970000,0 days 00:00:04.600000,EN_069_#19
ES_069_#20,129,130,40,48,ES,ES_069,RE,0 days 00:20:50.140000,0 days 00:20:54.380000,0 days 00:00:04.240000,EN_069_#20
ES_069_#21,129,130,40,48,ES,ES_069,RE,0 days 00:21:41.590000,0 days 00:21:45.750000,0 days 00:00:04.160000,EN_069_#21
ES_069_#22,129,130,40,48,ES,ES_069,RE,0 days 00:22:41.930000,0 days 00:22:45.620000,0 days 00:00:03.690000,EN_069_#22
ES_069_#23,129,130,40,48,ES,ES_069,RE,0 days 00:23:12.880000,0 days 00:23:15.560000,0 days 00:00:02.680000,EN_069_#23
ES_069_#24,129,130,40,48,ES,ES_069,RE,0 days 00:24:04.650000,0 days 00:24:10.410000,0 days 00:00:05.760000,EN_069_#24
ES_069_#25,129,130,40,48,ES,ES_069,RE,0 days 00:25:28.120000,0 days 00:25:36.560000,0 days 00:00:08.440000,EN_069_#25
ES_069_#26,129,130,40,48,ES,ES_069,RE,0 days 00:26:12.070000,0 days 00:26:18.540000,0 days 00:00:06.470000,EN_069_#26
ES_070_#1,131,132,49,50,ES,ES_070,OG,0 days 00:00:01.160000,0 days 00:00:04.120000,0 days 00:00:02.960000,EN_070_#1
ES_070_#2,131,132,49,50,ES,ES_070,OG,0 days 00:00:19.870000,0 days 00:00:23.930000,0 days 00:00:04.060000,EN_070_#2
ES_070_#3,131,132,49,50,ES,ES_070,OG,0 days 00:00:24.715000,0 days 00:00:27.545000,0 days 00:00:02.830000,EN_070_#3
ES_070_#4,131,132,49,50,ES,ES_070,OG,0 days 00:00:31.690000,0 days 00:00:34.490000,0 days 00:00:02.800000,EN_070_#4
ES_070_#5,131,132,49,50,ES,ES_070,OG,0 days 00:01:38.880000,0 days 00:01:43.370000,0 days 00:00:04.490000,EN_070_#5
ES_070_#6,131,132,49,50,ES,ES_070,OG,0 days 00:01:44.040000,0 days 00:01:49,0 days 00:00:04.960000,EN_070_#6
ES_070_#8,131,132,49,50,ES,ES_070,OG,0 days 00:01:55.670000,0 days 00:01:58.470000,0 days 00:00:02.800000,EN_070_#8
ES_070_#7,131,132,49,50,ES,ES_070,OG,0 days 00:02:14.025000,0 days 00:02:19.645000,0 days 00:00:05.620000,EN_070_#7
ES_070_#9,131,132,49,50,ES,ES_070,OG,0 days 00:02:20.275000,0 days 00:02:22.935000,0 days 00:00:02.660000,EN_070_#9
ES_070_#10,131,132,49,50,ES,ES_070,OG,0 days 00:02:23.860000,0 days 00:02:25.810000,0 days 00:00:01.950000,EN_070_#10
ES_070_#11,131,132,49,50,ES,ES_070,OG,0 days 00:02:27.610000,0 days 00:02:34.120000,0 days 00:00:06.510000,EN_070_#11
ES_070_#12,131,132,49,50,ES,ES_070,OG,0 days 00:02:59.690000,0 days 00:03:03,0 days 00:00:03.310000,EN_070_#12
ES_070_#13,131,132,49,50,ES,ES_070,OG,0 days 00:03:18.875000,0 days 00:03:21.725000,0 days 00:00:02.850000,EN_070_#13
ES_070_#14,131,132,49,50,ES,ES_070,OG,0 days 00:03:23.325000,0 days 00:03:26.895000,0 days 00:00:03.570000,EN_070_#14
ES_070_#15,131,132,49,50,ES,ES_070,OG,0 days 00:04:08.690000,0 days 00:04:14.850000,0 days 00:00:06.160000,EN_070_#15
ES_070_#27,131,132,49,50,ES,ES_070,OG,0 days 00:04:19.220000,0 days 00:04:23.950000,0 days 00:00:04.730000,EN_070_#27
ES_070_#16,131,132,49,50,ES,ES_070,OG,0 days 00:04:33.115000,0 days 00:04:37.885000,0 days 00:00:04.770000,EN_070_#16
ES_070_#17,131,132,49,50,ES,ES_070,OG,0 days 00:05:21.915000,0 days 00:05:25.405000,0 days 00:00:03.490000,EN_070_#17
ES_070_#18,131,132,49,50,ES,ES_070,OG,0 days 00:05:39.720000,0 days 00:05:41.080000,0 days 00:00:01.360000,EN_070_#18
ES_070_#19,131,132,49,50,ES,ES_070,OG,0 days 00:05:56.750000,0 days 00:05:59.440000,0 days 00:00:02.690000,EN_070_#19
ES_070_#20,131,132,49,50,ES,ES_070,OG,0 days 00:06:00.970000,0 days 00:06:01.890000,0 days 00:00:00.920000,EN_070_#20
ES_070_#21,131,132,49,50,ES,ES_070,OG,0 days 00:06:18.320000,0 days 00:06:22.560000,0 days 00:00:04.240000,EN_070_#21
ES_070_#22,131,132,49,50,ES,ES_070,OG,0 days 00:08:15.880000,0 days 00:08:20.670000,0 days 00:00:04.790000,EN_070_#22
ES_070_#23,131,132,49,50,ES,ES_070,OG,0 days 00:08:28.010000,0 days 00:08:31.200000,0 days 00:00:03.190000,EN_070_#23
ES_070_#24,131,132,49,50,ES,ES_070,OG,0 days 00:08:45.340000,0 days 00:08:47.960000,0 days 00:00:02.620000,EN_070_#24
ES_070_#25,131,132,49,50,ES,ES_070,OG,0 days 00:09:29.980000,0 days 00:09:33.570000,0 days 00:00:03.590000,EN_070_#25
ES_070_#26,131,132,49,50,ES,ES_070,OG,0 days 00:10:01.950000,0 days 00:10:07.190000,0 days 00:00:05.240000,EN_070_#26
ES_070_#28,131,132,49,50,ES,ES_070,OG,0 days 00:10:12.740000,0 days 00:10:20.370000,0 days 00:00:07.630000,EN_070_#28
EN_070_#1,131,132,49,50,EN,EN_070,RE,0 days 00:01:01.350000,0 days 00:01:03.330000,0 days 00:00:01.980000,ES_070_#1
EN_070_#2,131,132,49,50,EN,EN_070,RE,0 days 00:02:12.540000,0 days 00:02:17.500000,0 days 00:00:04.960000,ES_070_#2
EN_070_#3,131,132,49,50,EN,EN_070,RE,0 days 00:02:36.010000,0 days 00:02:38.870000,0 days 00:00:02.860000,ES_070_#3
EN_070_#4,131,132,49,50,EN,EN_070,RE,0 days 00:03:17.580000,0 days 00:03:22.810000,0 days 00:00:05.230000,ES_070_#4
EN_070_#5,131,132,49,50,EN,EN_070,RE,0 days 00:05:10.170000,0 days 00:05:15.400000,0 days 00:00:05.230000,ES_070_#5
EN_070_#6,131,132,49,50,EN,EN_070,RE,0 days 00:06:23.750000,0 days 00:06:27.700000,0 days 00:00:03.950000,ES_070_#6
EN_070_#7,131,132,49,50,EN,EN_070,RE,0 days 00:07:46.180000,0 days 00:07:49.670000,0 days 00:00:03.490000,ES_070_#7
EN_070_#8,131,132,49,50,EN,EN_070,RE,0 days 00:08:10.820000,0 days 00:08:13.360000,0 days 00:00:02.540000,ES_070_#8
EN_070_#9,131,132,49,50,EN,EN_070,RE,0 days 00:08:38.500000,0 days 00:08:41.590000,0 days 00:00:03.090000,ES_070_#9
EN_070_#10,131,132,49,50,EN,EN_070,RE,0 days 00:09:37.890000,0 days 00:09:39.850000,0 days 00:00:01.960000,ES_070_#10
EN_070_#11,131,132,49,50,EN,EN_070,RE,0 days 00:10:30.230000,0 days 00:10:36.740000,0 days 00:00:06.510000,ES_070_#11
EN_070_#12,131,132,49,50,EN,EN_070,RE,0 days 00:11:34.350000,0 days 00:11:37.990000,0 days 00:00:03.640000,ES_070_#12
EN_070_#13,131,132,49,50,EN,EN_070,RE,0 days 00:12:31.350000,0 days 00:12:34.290000,0 days 00:00:02.940000,ES_070_#13
EN_070_#14,131,132,49,50,EN,EN_070,RE,0 days 00:13:28.580000,0 days 00:13:32.530000,0 days 00:00:03.950000,ES_070_#14
EN_070_#15,131,132,49,50,EN,EN_070,RE,0 days 00:15:16.070000,0 days 00:15:22.510000,0 days 00:00:06.440000,ES_070_#15
EN_070_#16,131,132,49,50,EN,EN_070,RE,0 days 00:16:40.770000,0 days 00:16:46.060000,0 days 00:00:05.290000,ES_070_#16
EN_070_#17,131,132,49,50,EN,EN_070,RE,0 days 00:18:44.030000,0 days 00:18:46.440000,0 days 00:00:02.410000,ES_070_#17
EN_070_#18,131,132,49,50,EN,EN_070,RE,0 days 00:19:23.580000,0 days 00:19:25.290000,0 days 00:00:01.710000,ES_070_#18
EN_070_#19,131,132,49,50,EN,EN_070,RE,0 days 00:20:21.360000,0 days 00:20:24.220000,0 days 00:00:02.860000,ES_070_#19
EN_070_#20,131,132,49,50,EN,EN_070,RE,0 days 00:21:05.830000,0 days 00:21:06.880000,0 days 00:00:01.050000,ES_070_#20
EN_070_#21,131,132,49,50,EN,EN_070,RE,0 days 00:22:02.920000,0 days 00:22:09.040000,0 days 00:00:06.120000,ES_070_#21
EN_070_#22,131,132,49,50,EN,EN_070,RE,0 days 00:23:52.010000,0 days 00:23:56.330000,0 days 00:00:04.320000,ES_070_#22
EN_070_#23,131,132,49,50,EN,EN_070,RE,0 days 00:24:37.970000,0 days 00:24:41.350000,0 days 00:00:03.380000,ES_070_#23
EN_070_#24,131,132,49,50,EN,EN_070,RE,0 days 00:25:43.740000,0 days 00:25:47.780000,0 days 00:00:04.040000,ES_070_#24
EN_070_#25,131,132,49,50,EN,EN_070,RE,0 days 00:27:27.260000,0 days 00:27:33.910000,0 days 00:00:06.650000,ES_070_#25
EN_070_#26,131,132,49,50,EN,EN_070,RE,0 days 00:28:38.040000,0 days 00:28:43.590000,0 days 00:00:05.550000,ES_070_#26
EN_070_#27,131,132,49,50,EN,EN_070,RE,0 days 00:30:46.770000,0 days 00:30:53.750000,0 days 00:00:06.980000,ES_070_#27
EN_070_#28,131,132,49,50,EN,EN_070,RE,0 days 00:32:59.840000,0 days 00:33:07.780000,0 days 00:00:07.940000,ES_070_#28
ES_071_#1,133,134,43,51,ES,ES_071,OG,0 days 00:00:05.640000,0 days 00:00:09.560000,0 days 00:00:03.920000,EN_071_#1
ES_071_#2,133,134,43,51,ES,ES_071,OG,0 days 00:00:30.680000,0 days 00:00:33.400000,0 days 00:00:02.720000,EN_071_#2
ES_071_#3,133,134,43,51,ES,ES_071,OG,0 days 00:00:56.820000,0 days 00:01:01.460000,0 days 00:00:04.640000,EN_071_#3
ES_071_#4,133,134,43,51,ES,ES_071,OG,0 days 00:01:07.670000,0 days 00:01:11.160000,0 days 00:00:03.490000,EN_071_#4
ES_071_#5,133,134,43,51,ES,ES_071,OG,0 days 00:01:19.745000,0 days 00:01:27.385000,0 days 00:00:07.640000,EN_071_#5
ES_071_#6,133,134,43,51,ES,ES_071,OG,0 days 00:01:40.330000,0 days 00:01:47.540000,0 days 00:00:07.210000,EN_071_#6
ES_071_#7,133,134,43,51,ES,ES_071,OG,0 days 00:01:54.600000,0 days 00:01:59.020000,0 days 00:00:04.420000,EN_071_#7
ES_071_#8,133,134,43,51,ES,ES_071,OG,0 days 00:02:06.015000,0 days 00:02:09.215000,0 days 00:00:03.200000,EN_071_#8
ES_071_#9,133,134,43,51,ES,ES_071,OG,0 days 00:02:24.150000,0 days 00:02:28.470000,0 days 00:00:04.320000,EN_071_#9
ES_071_#10,133,134,43,51,ES,ES_071,OG,0 days 00:03:00.485000,0 days 00:03:06.595000,0 days 00:00:06.110000,EN_071_#10
ES_071_#11,133,134,43,51,ES,ES_071,OG,0 days 00:04:21.490000,0 days 00:04:26.320000,0 days 00:00:04.830000,EN_071_#11
ES_071_#12,133,134,43,51,ES,ES_071,OG,0 days 00:04:26.610000,0 days 00:04:29.310000,0 days 00:00:02.700000,EN_071_#12
ES_071_#13,133,134,43,51,ES,ES_071,OG,0 days 00:04:56.430000,0 days 00:05:01.220000,0 days 00:00:04.790000,EN_071_#13
ES_071_#14,133,134,43,51,ES,ES_071,OG,0 days 00:05:11.820000,0 days 00:05:14.290000,0 days 00:00:02.470000,EN_071_#14
ES_071_#15,133,134,43,51,ES,ES_071,OG,0 days 00:05:35.760000,0 days 00:05:40.650000,0 days 00:00:04.890000,EN_071_#15
ES_071_#16,133,134,43,51,ES,ES_071,OG,0 days 00:05:44.240000,0 days 00:05:49.430000,0 days 00:00:05.190000,EN_071_#16
ES_071_#17,133,134,43,51,ES,ES_071,OG,0 days 00:06:29.620000,0 days 00:06:34.620000,0 days 00:00:05,EN_071_#17
ES_071_#18,133,134,43,51,ES,ES_071,OG,0 days 00:06:41.180000,0 days 00:06:46.170000,0 days 00:00:04.990000,EN_071_#18
ES_071_#19,133,134,43,51,ES,ES_071,OG,0 days 00:06:54.400000,0 days 00:07:01.610000,0 days 00:00:07.210000,EN_071_#19
ES_071_#20,133,134,43,51,ES,ES_071,OG,0 days 00:07:10.850000,0 days 00:07:17.340000,0 days 00:00:06.490000,EN_071_#20
ES_071_#21,133,134,43,51,ES,ES_071,OG,0 days 00:07:43.530000,0 days 00:07:47.950000,0 days 00:00:04.420000,EN_071_#21
ES_071_#22,133,134,43,51,ES,ES_071,OG,0 days 00:08:01.190000,0 days 00:08:08.600000,0 days 00:00:07.410000,EN_071_#22
ES_071_#23,133,134,43,51,ES,ES_071,OG,0 days 00:09:54.500000,0 days 00:09:58.020000,0 days 00:00:03.520000,EN_071_#23
EN_071_#1,133,134,43,51,EN,EN_071,RE,0 days 00:01:35.340000,0 days 00:01:38.330000,0 days 00:00:02.990000,ES_071_#1
EN_071_#2,133,134,43,51,EN,EN_071,RE,0 days 00:03:10.060000,0 days 00:03:13.270000,0 days 00:00:03.210000,ES_071_#2
EN_071_#3,133,134,43,51,EN,EN_071,RE,0 days 00:04:12.660000,0 days 00:04:16.440000,0 days 00:00:03.780000,ES_071_#3
EN_071_#4,133,134,43,51,EN,EN_071,RE,0 days 00:04:51.620000,0 days 00:04:55.020000,0 days 00:00:03.400000,ES_071_#4
EN_071_#5,133,134,43,51,EN,EN_071,RE,0 days 00:06:01.250000,0 days 00:06:09.480000,0 days 00:00:08.230000,ES_071_#5
EN_071_#6,133,134,43,51,EN,EN_071,RE,0 days 00:07:12.570000,0 days 00:07:19.050000,0 days 00:00:06.480000,ES_071_#6
EN_071_#7,133,134,43,51,EN,EN_071,RE,0 days 00:07:48.440000,0 days 00:07:52.370000,0 days 00:00:03.930000,ES_071_#7
EN_071_#8,133,134,43,51,EN,EN_071,RE,0 days 00:08:24.670000,0 days 00:08:28.760000,0 days 00:00:04.090000,ES_071_#8
EN_071_#9,133,134,43,51,EN,EN_071,RE,0 days 00:10:13.370000,0 days 00:10:18.600000,0 days 00:00:05.230000,ES_071_#9
EN_071_#10,133,134,43,51,EN,EN_071,RE,0 days 00:11:39.480000,0 days 00:11:48.480000,0 days 00:00:09,ES_071_#10
EN_071_#11,133,134,43,51,EN,EN_071,RE,0 days 00:13:14.700000,0 days 00:13:21.570000,0 days 00:00:06.870000,ES_071_#11
EN_071_#12,133,134,43,51,EN,EN_071,RE,0 days 00:14:09.700000,0 days 00:14:12.980000,0 days 00:00:03.280000,ES_071_#12
EN_071_#13,133,134,43,51,EN,EN_071,RE,0 days 00:15:05.210000,0 days 00:15:08.690000,0 days 00:00:03.480000,ES_071_#13
EN_071_#14,133,134,43,51,EN,EN_071,RE,0 days 00:15:42.860000,0 days 00:15:46.380000,0 days 00:00:03.520000,ES_071_#14
EN_071_#15,133,134,43,51,EN,EN_071,RE,0 days 00:16:56.030000,0 days 00:16:59.280000,0 days 00:00:03.250000,ES_071_#15
EN_071_#16,133,134,43,51,EN,EN_071,RE,0 days 00:18:43,0 days 00:18:47.690000,0 days 00:00:04.690000,ES_071_#16
EN_071_#17,133,134,43,51,EN,EN_071,RE,0 days 00:19:43.450000,0 days 00:19:49.800000,0 days 00:00:06.350000,ES_071_#17
EN_071_#18,133,134,43,51,EN,EN_071,RE,0 days 00:21:13.560000,0 days 00:21:19.410000,0 days 00:00:05.850000,ES_071_#18
EN_071_#19,133,134,43,51,EN,EN_071,RE,0 days 00:22:09.230000,0 days 00:22:21.170000,0 days 00:00:11.940000,ES_071_#19
EN_071_#20,133,134,43,51,EN,EN_071,RE,0 days 00:22:52.350000,0 days 00:22:59.490000,0 days 00:00:07.140000,ES_071_#20
EN_071_#21,133,134,43,51,EN,EN_071,RE,0 days 00:23:44.130000,0 days 00:23:48.610000,0 days 00:00:04.480000,ES_071_#21
EN_071_#22,133,134,43,51,EN,EN_071,RE,0 days 00:24:25.920000,0 days 00:24:33.660000,0 days 00:00:07.740000,ES_071_#22
EN_071_#23,133,134,43,51,EN,EN_071,RE,0 days 00:26:02.120000,0 days 00:26:05.380000,0 days 00:00:03.260000,ES_071_#23
EN_072_#1,135,136,40,52,EN,EN_072,OG,0 days 00:00:22.440000,0 days 00:00:26.620000,0 days 00:00:04.180000,ES_072_#1
EN_072_#2,135,136,40,52,EN,EN_072,OG,0 days 00:00:28.960000,0 days 00:00:32.490000,0 days 00:00:03.530000,ES_072_#2
EN_072_#3,135,136,40,52,EN,EN_072,OG,0 days 00:00:40.180000,0 days 00:00:44.250000,0 days 00:00:04.070000,ES_072_#3
EN_072_#4,135,136,40,52,EN,EN_072,OG,0 days 00:00:52.940000,0 days 00:00:55.630000,0 days 00:00:02.690000,ES_072_#4
EN_072_#5,135,136,40,52,EN,EN_072,OG,0 days 00:01:17.740000,0 days 00:01:22.830000,0 days 00:00:05.090000,ES_072_#5
EN_072_#6,135,136,40,52,EN,EN_072,OG,0 days 00:01:29,0 days 00:01:31.850000,0 days 00:00:02.850000,ES_072_#6
EN_072_#8,135,136,40,52,EN,EN_072,OG,0 days 00:01:33.230000,0 days 00:01:35.700000,0 days 00:00:02.470000,ES_072_#8
EN_072_#7,135,136,40,52,EN,EN_072,OG,0 days 00:01:36.120000,0 days 00:01:39.900000,0 days 00:00:03.780000,ES_072_#7
EN_072_#9,135,136,40,52,EN,EN_072,OG,0 days 00:01:45.700000,0 days 00:01:48.360000,0 days 00:00:02.660000,ES_072_#9
EN_072_#10,135,136,40,52,EN,EN_072,OG,0 days 00:01:48.845000,0 days 00:01:52.495000,0 days 00:00:03.650000,ES_072_#10
EN_072_#11,135,136,40,52,EN,EN_072,OG,0 days 00:01:54.315000,0 days 00:01:57.925000,0 days 00:00:03.610000,ES_072_#11
EN_072_#12,135,136,40,52,EN,EN_072,OG,0 days 00:02:29.560000,0 days 00:02:32.190000,0 days 00:00:02.630000,ES_072_#12
EN_072_#13,135,136,40,52,EN,EN_072,OG,0 days 00:03:17.830000,0 days 00:03:25.280000,0 days 00:00:07.450000,ES_072_#13
EN_072_#14,135,136,40,52,EN,EN_072,OG,0 days 00:03:35.280000,0 days 00:03:41.550000,0 days 00:00:06.270000,ES_072_#14
EN_072_#15,135,136,40,52,EN,EN_072,OG,0 days 00:03:59.970000,0 days 00:04:04.020000,0 days 00:00:04.050000,ES_072_#15
EN_072_#16,135,136,40,52,EN,EN_072,OG,0 days 00:04:12.680000,0 days 00:04:16,0 days 00:00:03.320000,ES_072_#16
EN_072_#17,135,136,40,52,EN,EN_072,OG,0 days 00:04:19.550000,0 days 00:04:23.240000,0 days 00:00:03.690000,ES_072_#17
EN_072_#18,135,136,40,52,EN,EN_072,OG,0 days 00:04:28.350000,0 days 00:04:31.750000,0 days 00:00:03.400000,ES_072_#18
EN_072_#19,135,136,40,52,EN,EN_072,OG,0 days 00:04:41.825000,0 days 00:04:47.535000,0 days 00:00:05.710000,ES_072_#19
EN_072_#20,135,136,40,52,EN,EN_072,OG,0 days 00:05:33.525000,0 days 00:05:38.465000,0 days 00:00:04.940000,ES_072_#20
EN_072_#21,135,136,40,52,EN,EN_072,OG,0 days 00:07:06.880000,0 days 00:07:08.730000,0 days 00:00:01.850000,ES_072_#21
EN_072_#22,135,136,40,52,EN,EN_072,OG,0 days 00:07:09.790000,0 days 00:07:11.360000,0 days 00:00:01.570000,ES_072_#22
